season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
19/20,2020-02-28,Norwich City,Leicester City,TRUE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,1,-13,-10,-5,-10,-13.5,-3.5,-5,-10,5.5,-23.412068004459314,1.3333333333333335,0,0,9,-2,0,-6.5,-17,-12,-8
19/20,2020-02-29,Newcastle United,Burnley,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,0,-2,-2,-2,-1,-2,-1,-0.5,-1.5,0,-36.81766381766384,-3.5,0.5,-1,3,0,1,-0.5,-3,-3,0
19/20,2020-03-01,Everton,Manchester United,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,-2,-8,-5,-7,-2,-4,-7,-7,0,-13.051282051282044,4,-8.333333333333332,0,1,2,-1,-1,-8,-11,-4
19/20,2020-03-07,Arsenal,West Ham United,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,4,3,5,2,4,-2,6,2,0,0.42735042735044715,5.666666666666666,0,1,-2,-1,0,8,-2,3,2
19/20,2020-03-07,Burnley,Tottenham Hotspur,FALSE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-4,-8,-9,-11,-4.5,-2,-7,-11,1.5,6.988603988603998,-1.333333333333334,0,0,-2,-1,0,-3.5,-12,-10,-9
19/20,2020-03-08,Chelsea,Everton,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,6,6,3,11,5,4,5,3,6,35.626780626780615,-4,24.333333333333332,-1,1,-2,2,4,4,8,9
19/20,2020-03-08,Manchester United,Manchester City,TRUE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,1,-2,0,0,-2,-1.5,0,0,1,-2.5,-49.61538461538461,0,3.9999999999999982,0,-10,0,-1,4.5,-5,-4,2
19/20,2020-03-09,Leicester City,Aston Villa,TRUE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,1,9,7,1,7,7,3,4,7,12,-14.573439241917498,-6.333333333333334,0,2,-5,2,0,10.5,3.5,5,9
19/20,2020-06-17,Manchester City,Arsenal,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,1,4,7,-1,5,2.5,5,0,2,4.5,42.54415954415954,-7,4.333333333333334,0,9,-1,2,6,-1.5,5,7
19/20,2020-06-19,Tottenham Hotspur,Manchester United,FALSE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,0,-3,2,2,0.5,-3,-2,2,-1.5,20.72934472934473,5.333333333333334,-8.333333333333332,0,2,3,-1,8,-5.5,-2,1
19/20,2020-06-21,Aston Villa,Chelsea,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,0,-14,-12,-9,-16,-12.5,-8,-12,-8,-7.5,-34.74564907717082,6.333333333333334,-24.333333333333332,-1,-2,1,-2,-9,-11.5,-14,-14
19/20,2020-06-21,Everton,Liverpool,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,-1,-2,-1,-8,-0.5,-4,-3,-6,-2.5,-37.051282051282044,4,-1.3333333333333335,0,-5,1,-2,0.5,-7,-5,-5
19/20,2020-06-22,Manchester City,Burnley,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,1,6,11,7,11,5.5,5,9,8,2.5,21.897435897435884,-4,4.333333333333334,0,10,-2,2,9,4.5,9,13
19/20,2020-06-23,Tottenham Hotspur,West Ham United,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,6,7,6,7,5.5,0,4,7,0.5,14.085470085470106,4,0,1,-1,1,0,13,-0.5,8,6
19/20,2020-06-24,Newcastle United,Aston Villa,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,0,4,1,2,2,3.5,2,4.5,1.5,1.5,3.070435401957134,-5.833333333333334,0.5,1,3,1,1,5,0,0,3
19/20,2020-06-24,Norwich City,Everton,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,0,-12,-9,-10,-8,-14,-4.5,-8,-8,16,-37.104375696767015,-2.6666666666666665,0,0,3,-1,0,-7,-15,-11,-6
19/20,2020-06-25,Chelsea,Manchester City,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,1,2,-2,-2,2,1.5,0,-2,-3,3.5,-27.039886039886042,0,20,-1,-8,0,0,0.5,-2,0,0
19/20,2020-07-01,Arsenal,Norwich City,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,12,10,16,12,15,3.5,15,12,-18,57.22688281927413,5.666666666666666,0,0,-3,0,0,19,8,10,12
19/20,2020-07-01,Everton,Leicester City,TRUE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,1,-1,-1,5,-2,0.5,1,3,-2,-10.5,13.6923076923077,4,0,0,6,-1,0,1.5,-3,-4,1
19/20,2020-07-01,West Ham United,Chelsea,TRUE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,1,-10,-8,-2,-9,-8,-3,-4,-1,-8,-15.931623931623946,1.3333333333333335,-24.333333333333332,0,1,2,-2,-2,-7,-7,-10
19/20,2020-07-02,Manchester City,Liverpool,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,1,3,6,4,1,3,0,4,0,0,25.615384615384613,0,3.0000000000000004,0,4,-1,0,6.5,-3.5,4,3
19/20,2020-07-05,Liverpool,Aston Villa,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,1,9,8,7,13,8,8,10,11,4,36.170150501672246,-6.333333333333334,1.3333333333333335,2,6,0,2,14.5,4.5,11,10
19/20,2020-07-05,Newcastle United,West Ham United,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,0,0,-3,-5,-5,-1,-3,-3.5,-5.5,2,-15.743589743589737,-0.8333333333333335,0.5,0,0,0,1,0.5,-7,-4,-4
19/20,2020-07-06,Tottenham Hotspur,Everton,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,2,5,7,9,2.5,1,5,9,-1.5,33.780626780626775,1.333333333333334,0,0,1,1,0,10,1.5,6,8
19/20,2020-07-07,Arsenal,Leicester City,FALSE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,0,-1,0,11,2,1.5,0,10,2,-12.5,33.81481481481482,7,0,0,6,-2,0,5.5,-2,0,2
19/20,2020-07-08,Manchester City,Newcastle United,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,1,8,13,9,12,7.5,6,9.5,9.5,2.5,58.715099715099726,-0.5,3.833333333333334,1,7,-2,1,11,6,11,14
19/20,2020-07-08,West Ham United,Burnley,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,0,-2,1,3,4,-1,2,3,4,-2,-21.074074074074105,-2.6666666666666665,0,-1,3,0,0,5,-2,2,3
19/20,2020-07-09,Aston Villa,Manchester United,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,-10,-14,-11,-12,-9.5,-8,-14,-12,-1.5,-12.170150501672246,6.333333333333334,-8.333333333333332,-2,0,1,-1,-6,-15.5,-16,-10
19/20,2020-07-11,Liverpool,Burnley,FALSE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,0,3,5,3,10,2.5,5,5,8,2.5,-3.7179487179487296,-4,1.3333333333333335,0,6,-1,2,9,1.5,8,7
19/20,2020-07-11,Norwich City,West Ham United,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,0,-8,-7,-11,-10,-11,-5.5,-9,-10,18,-56.799532391923684,0,0,1,1,-1,0,-4,-17,-9,-8
19/20,2020-07-12,Tottenham Hotspur,Arsenal,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,1,2,4,1,5,1.5,2,-2,5,0.5,13.65811965811966,-1.666666666666666,0,0,1,2,0,9,-2.5,5,4
19/20,2020-07-14,Chelsea,Norwich City,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,18,15,13,19,19,8.5,13,11,-10,72.73115632354762,-1.3333333333333335,24.333333333333332,-1,-2,-1,2,18,12,17,17
19/20,2020-07-15,Arsenal,Liverpool,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,1,-1,-1,5,-4,0.5,-5,4,-2,-4.5,-16.928774928774928,7,-1.3333333333333335,0,-5,0,-2,4.5,-6,-1,-4
19/20,2020-07-15,Newcastle United,Tottenham Hotspur,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-6,-10,-11,-12,-6.5,-3,-7.5,-12.5,1.5,-29.829059829059844,-4.833333333333334,0.5,-1,1,-1,1,-5,-14,-11,-11
19/20,2020-07-16,Everton,Aston Villa,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,0,8,6,6,5,7.5,4,7,5,1.5,-0.8811315496097976,-2.333333333333334,0,2,1,1,0,8.5,4,3,8
19/20,2020-07-18,Norwich City,Burnley,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,0,-10,-6,-8,-6,-12,-3.5,-6,-6,16,-77.87360646599778,-2.6666666666666665,0,0,4,-1,0,-5,-13,-8,-4
19/20,2020-07-19,Tottenham Hotspur,Leicester City,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,1,1,4,12,7,3,2,8,7,-12,47.472934472934476,5.333333333333334,0,0,7,0,0,10.5,-0.5,5,6
19/20,2020-07-21,Aston Villa,Arsenal,TRUE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,1,-8,-7,-12,-9,-8.5,-3,-14,-9,0.5,-19.24137557289732,-0.6666666666666661,0,-2,-1,0,0,-5,-12.5,-9,-7
19/20,2020-07-22,Liverpool,Chelsea,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,1,-5,-4,-2,-3,-4.5,0,-2,3,-3.5,1.424501424501429,0,-23,1,4,1,0,2,-3.5,-1,-6
19/20,2020-07-22,Manchester United,West Ham United,FALSE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,0,6,10,4,5,5,3,6,5,2,-6.643874643874625,-1.3333333333333335,8.333333333333332,1,-3,-2,1,11,-1,6,9
19/20,2020-07-26,Leicester City,Manchester United,FALSE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,-1,-7,-10,-5,-2.5,-5,-10,-5,10.5,-26.743589743589745,0,-8.333333333333332,0,-5,3,-1,1,-8.5,-9,-3
19/20,2020-07-26,Manchester City,Norwich City,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,16,17,15,17,17.5,8.5,15,14,-13.5,99.77104236343366,-1.3333333333333335,4.333333333333334,0,6,-1,2,21,10.5,15,19
19/20,2020-07-26,Newcastle United,Liverpool,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,-5,-7,-5,-11,-4.5,-6,-5.5,-9.5,-2.5,-33.09971509971511,0.5,-0.8333333333333335,-1,-3,1,-1,-3,-11,-8,-10
19/20,2020-07-26,West Ham United,Aston Villa,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,0,4,4,7,7,4.5,5,8,7,-0.5,18.81402514554687,-5,0,1,3,1,0,10.5,1,5,6
20/21,2020-09-12,Fulham,Arsenal,FALSE,73,78,74,78,72,70.5,74,76,2,32.47644927536232,0,2.3333333333333335,2,7,1,2,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,0,-6,-6,-14,-8,-5,-4.5,-10,-10,-6,-34.2358014368884,-7,2.3333333333333335,1,-2,0,1,-1,-14,-6,-8
20/21,2020-09-12,Liverpool,Leeds United,TRUE,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,73,75,76,72,72.5,68,75,72,0.5,21.905797101449274,7,0,2,5,0,0,1,12,15,9,18,11.5,10,10,16,1.5,77.350613154961,-7,4,0,7,0,3,15.5,12,15,18
20/21,2020-09-13,Tottenham Hotspur,Everton,FALSE,80,88,88,89,77,78,87,89,18,76.25641025641025,4.333333333333334,0,1,8,3,1,83,83,83,77,81,75,80,77,8,32.53846153846154,4.333333333333334,0,2,7,3,1,0,-3,5,5,12,-4,3,7,12,10,43.71794871794871,0,0,-1,1,0,0,8,0,6,11
20/21,2020-09-13,West Bromwich Albion,Leicester City,FALSE,75,76,75,71,69,68,75,71,72,31.10144927536232,16.333333333333332,0,1,1,0,0,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,0,-7,-7,-6,-11,-11.5,-6,-6,-8,67.5,7.722531896444945,16.333333333333332,-4.333333333333334,-1,-5,0,-3,-9.5,-10,-12,-6
20/21,2020-09-19,Arsenal,West Ham United,TRUE,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,76,82,84,83,75,76,80,83,2,80.17948717948717,9.333333333333332,0,2,9,1,1,1,3,2,4,3,2,-1,4,3,6,-13.467236467236447,-2.333333333333332,0,-1,0,0,0,11,-6,4,1
20/21,2020-09-19,Everton,West Bromwich Albion,TRUE,83,83,83,77,81,75,80,77,8,32.53846153846154,4.333333333333334,0,2,7,3,1,75,76,75,71,69,68,75,71,72,31.10144927536232,16.333333333333332,0,1,1,0,0,1,8,7,8,6,12,7,5,6,-64,1.43701226309922,-11.999999999999998,0,1,6,3,1,8,10,1,12
20/21,2020-09-19,Leeds United,Fulham,TRUE,73,75,76,72,72.5,68,75,72,0.5,21.905797101449274,7,0,2,5,0,0,73,78,74,78,72,70.5,74,76,2,32.47644927536232,0,2.3333333333333335,2,7,1,2,1,0,-3,2,-6,0.5,-2.5,1,-4,-1.5,-10.570652173913047,7,-2.3333333333333335,0,-2,-1,-2,0,-3.5,-6,-3
20/21,2020-09-20,Chelsea,Liverpool,FALSE,84,89,83,82,80.5,79,83,79,24.5,49.242165242165235,0,9,1,9,0,1,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,0,-1,-1,-2,-8,-3.5,1,-2,-9,22.5,-50.01424501424503,0,5,-1,-3,0,-2,-5,-7.5,-8,-1
20/21,2020-09-26,West Bromwich Albion,Chelsea,FALSE,75,76,75,71,69,68,75,71,72,31.10144927536232,16.333333333333332,0,1,1,0,0,84,89,83,82,80.5,79,83,79,24.5,49.242165242165235,0,9,1,9,0,1,0,-9,-13,-8,-11,-11.5,-11,-8,-8,47.5,-18.140715966802915,16.333333333333332,-9,0,-8,0,-1,-9.5,-10,-18,-6
20/21,2020-09-27,Manchester City,Leicester City,FALSE,84,91,87,89,81,79,87,88,18,131.87179487179486,0,1,1,7,0,3,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,0,2,8,6,7,0.5,5,6,9,13.5,108.49287749287748,0,-3.333333333333334,-1,1,0,0,7.5,2,6,9
20/21,2020-09-28,Fulham,Aston Villa,FALSE,73,78,74,78,72,70.5,74,76,2,32.47644927536232,0,2.3333333333333335,2,7,1,2,70,80,74,79,70,72,74,77,0,77.25641025641025,0,6.333333333333334,1,7,1,2,0,3,-2,0,-1,2,-1.5,0,-1,2,-44.77996098104793,0,-4,1,0,0,0,6,-5,-2,-1
20/21,2020-09-28,Liverpool,Arsenal,TRUE,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,1,6,6,-3,4,7,3,1,2,-6,32.54415954415954,-7,4,1,3,-1,2,11,-2,6,4
20/21,2020-10-03,Leeds United,Manchester City,FALSE,73,75,76,72,72.5,68,75,72,0.5,21.905797101449274,7,0,2,5,0,0,84,91,87,89,81,79,87,88,18,131.87179487179486,0,1,1,7,0,3,0,-11,-16,-11,-17,-8.5,-11,-12,-16,-17.5,-109.96599777034558,7,-1,1,-2,0,-3,-9,-15.5,-19,-14
20/21,2020-10-04,Aston Villa,Liverpool,TRUE,70,80,74,79,70,72,74,77,0,77.25641025641025,0,6.333333333333334,1,7,1,2,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,1,-15,-10,-11,-11,-14,-6,-11,-11,-2,-22.000000000000014,0,2.333333333333334,-1,-5,1,-1,-7,-18,-11,-10
20/21,2020-10-04,Leicester City,West Ham United,FALSE,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,76,82,84,83,75,76,80,83,2,80.17948717948717,9.333333333333332,0,2,9,1,1,0,6,1,-3,-1,5.5,-2,1,-4,2.5,-56.80056980056979,-9.333333333333332,4.333333333333334,0,-3,-1,2,4,-2.5,0,0
20/21,2020-10-04,Manchester United,Tottenham Hotspur,FALSE,81,89,83,83,80,77,82,83,2,46.575498575498564,10.333333333333332,0,1,9,2,0,80,88,88,89,77,78,87,89,18,76.25641025641025,4.333333333333334,0,1,8,3,1,0,1,1,-5,-6,3,-1,-5,-6,-16,-29.680911680911684,5.999999999999998,0,0,1,-1,-1,6,-9,-5,0
20/21,2020-10-17,Everton,Liverpool,FALSE,83,83,83,77,81,75,80,77,8,32.53846153846154,4.333333333333334,0,2,7,3,1,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,0,-2,-7,-2,-13,-3,-3,-5,-11,6,-66.71794871794873,4.333333333333334,-4,0,-5,3,-2,-7,-7,-13,-7
20/21,2020-10-17,Manchester City,Arsenal,TRUE,84,91,87,89,81,79,87,88,18,131.87179487179486,0,1,1,7,0,3,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,1,5,7,-1,3,4,4,3,2,10,65.15954415954414,-7,1,0,-2,-1,2,11,-5,5,5
20/21,2020-10-18,Leicester City,Aston Villa,FALSE,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,70,80,74,79,70,72,74,77,0,77.25641025641025,0,6.333333333333334,1,7,1,2,0,12,3,7,3,10.5,2,7,2,4.5,-53.87749287749287,0,-2,1,-1,-1,1,9,3.5,2,4
20/21,2020-10-18,Tottenham Hotspur,West Ham United,FALSE,80,88,88,89,77,78,87,89,18,76.25641025641025,4.333333333333334,0,1,8,3,1,76,82,84,83,75,76,80,83,2,80.17948717948717,9.333333333333332,0,2,9,1,1,0,4,6,4,6,2,2,7,6,16,-3.92307692307692,-4.999999999999998,0,-1,-1,2,0,14,-6,7,5
20/21,2020-10-23,Aston Villa,Leeds United,FALSE,70,80,74,79,70,72,74,77,0,77.25641025641025,0,6.333333333333334,1,7,1,2,73,75,76,72,72.5,68,75,72,0.5,21.905797101449274,7,0,2,5,0,0,0,-3,5,-2,7,-2.5,4,-1,5,-0.5,55.350613154960975,-7,6.333333333333334,-1,2,1,2,4.5,-2,4,8
20/21,2020-10-24,Manchester United,Chelsea,FALSE,81,89,83,83,80,77,82,83,2,46.575498575498564,10.333333333333332,0,1,9,2,0,84,89,83,82,80.5,79,83,79,24.5,49.242165242165235,0,9,1,9,0,1,0,-3,0,0,1,-0.5,-2,-1,4,-22.5,-2.6666666666666714,10.333333333333332,-9,0,0,2,-1,2.5,1,-6,7
20/21,2020-10-24,West Ham United,Manchester City,FALSE,76,82,84,83,75,76,80,83,2,80.17948717948717,9.333333333333332,0,2,9,1,1,84,91,87,89,81,79,87,88,18,131.87179487179486,0,1,1,7,0,3,0,-8,-9,-3,-6,-6,-3,-7,-5,-16,-51.69230769230769,9.333333333333332,-1,1,2,1,-2,2,-13,-8,-7
20/21,2020-10-25,Arsenal,Leicester City,FALSE,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,0,-3,1,7,4,-3.5,1,3,7,3.5,43.33333333333334,7,-4.333333333333334,-1,3,1,-2,5.5,-2,3,2
20/21,2020-10-31,Liverpool,West Ham United,TRUE,85,90,85,90,84,78,85,88,2,99.25641025641026,0,4,2,12,0,3,76,82,84,83,75,76,80,83,2,80.17948717948717,9.333333333333332,0,2,9,1,1,1,9,8,1,7,9,2,5,5,0,19.076923076923094,-9.333333333333332,4,0,3,-1,2,13,1,8,7
20/21,2020-11-01,Manchester United,Arsenal,FALSE,81,89,83,83,80,77,82,83,2,46.575498575498564,10.333333333333332,0,1,9,2,0,79,84,88,86,77,75,84,86,8,66.71225071225072,7,0,1,9,1,1,0,2,5,-5,-3,3,2,-2,-3,-6,-20.136752136752158,3.333333333333332,0,0,0,1,-1,6,-6,-1,3
20/21,2020-11-02,Fulham,West Bromwich Albion,TRUE,73,78,74,78,72,70.5,74,76,2,32.47644927536232,0,2.3333333333333335,2,7,1,2,75,76,75,71,69,68,75,71,72,31.10144927536232,16.333333333333332,0,1,1,0,0,1,-2,2,-1,7,3,2.5,-1,5,-70,1.375,-16.333333333333332,2.3333333333333335,1,6,1,2,7,1,2,7
20/21,2020-11-02,Leeds United,Leicester City,FALSE,73,75,76,72,72.5,68,75,72,0.5,21.905797101449274,7,0,2,5,0,0,82,83,81,82,80.5,74,81,79,4.5,23.378917378917375,0,4.333333333333334,2,6,0,3,0,-9,-8,-5,-10,-8,-6,-6,-7,-4,-1.4731202774681016,7,-4.333333333333334,0,-1,0,-3,-8.5,-6.5,-11,-7
